site,comp,rep,clone,core,age,rwidth,dens,year,mfa,moe,new.age
Golden Downs,63,4,236,a,6,9.6,504,2007,26.1,7.9,7
Golden Downs,63,4,236,a,7,9,519,2008,23.4,8.6,8
Golden Downs,63,4,236,a,8,9.15,506,2009,23.9,8.6,9
Golden Downs,63,4,236,a,9,12.425,565,2010,24.4,8.7,10
Golden Downs,63,4,236,a,10,12.15,538,2011,25.5,8.3,11
Golden Downs,63,4,323,x,1,17.65,380,2003,25.7,4.8,3
Golden Downs,63,4,323,x,2,15.1,386,2004,26.7,5,4
Golden Downs,63,4,323,x,3,12.95,409,2005,23.9,5.7,5
Golden Downs,63,4,323,x,4,13.65,478,2006,22.2,7.9,6
Golden Downs,63,4,323,x,5,9.15,424,2007,21.1,7.3,7
Golden Downs,63,4,323,x,6,7.875,496,2008,15.5,11.7,8
Golden Downs,63,4,323,x,7,7.2,461,2009,15.5,10.5,9
Golden Downs,63,4,323,x,8,6.9,499,2010,14.9,11.6,10
Golden Downs,63,4,323,x,9,7.175,503,2011,15.3,12.5,11
Golden Downs,63,4,323,a,1,11.6,484,2003,29.3,5.3,3
Golden Downs,63,4,323,a,2,20.475,417,2004,30.3,4.5,4
Golden Downs,63,4,323,a,3,15.55,433,2005,28.7,4.9,5
Golden Downs,63,4,323,a,4,17.9,482,2006,27.2,5.5,6
Golden Downs,63,4,323,a,5,14.025,434,2007,25.8,6,7
Golden Downs,63,4,323,a,6,11.9,475,2008,22.1,8,8
Golden Downs,63,4,323,a,7,11.375,450,2009,22.4,7.4,9
Golden Downs,63,4,323,a,8,12.3,494,2010,24.7,7,10
Golden Downs,63,4,323,a,9,12.15,484,2011,23.2,7.7,11
Golden Downs,63,4,465,x,1,5.4,430,2002,34.9,2.9,2
Golden Downs,63,4,465,x,2,15.675,396,2003,35.6,3.1,3
Golden Downs,63,4,465,x,3,11.175,408,2004,28.9,4.6,4
Golden Downs,63,4,465,x,4,13.275,406,2005,29.7,4.5,5
Golden Downs,63,4,465,x,5,14.525,466,2006,31,4.6,6
Golden Downs,63,4,465,x,6,13.25,437,2007,30.3,4.4,7
Golden Downs,63,4,465,x,7,10.35,433,2008,27.3,5.6,8
Golden Downs,63,4,465,x,8,7.075,422,2009,22.8,7,9
Golden Downs,63,4,465,x,9,6.2,490,2010,17.6,10.4,10
Golden Downs,63,4,465,x,10,4.3,450,2011,14.2,11.9,11
Golden Downs,63,4,465,a,1,5.825,401,2002,39.8,2.6,2
Golden Downs,63,4,465,a,2,15.425,401,2003,36.9,2.8,3
Golden Downs,63,4,465,a,3,15.2,419,2004,38.8,3.1,4
Golden Downs,63,4,465,a,4,9.85,439,2005,35.6,4,5
Golden Downs,63,4,465,a,5,14.125,479,2006,32.3,4.7,6
Golden Downs,63,4,465,a,6,12.475,463,2007,31.3,4.7,7
Golden Downs,63,4,465,a,7,8.75,474,2008,25.3,6.8,8
Golden Downs,63,4,465,a,8,5.95,464,2009,21.2,8.3,9
Golden Downs,63,4,465,a,9,4.825,530,2010,16,12.4,10
Golden Downs,63,4,465,a,10,4.975,487,2011,16.5,11.7,11
Golden Downs,63,4,486,x,1,3.35,419,2002,29,3.8,2
Golden Downs,63,4,486,x,2,13.175,426,2003,32.5,2.8,3
Golden Downs,63,4,486,x,3,17.525,432,2004,34.8,2.9,4
Golden Downs,63,4,486,x,4,19.8,425,2005,35.9,2.4,5
Golden Downs,63,4,486,x,5,20.575,454,2006,36,2.8,6
Golden Downs,63,4,486,x,6,16.175,446,2007,27.4,5.4,7
Golden Downs,63,4,486,x,7,11.1,477,2008,25,6.8,8
Golden Downs,63,4,486,x,8,9.025,450,2009,22,7.8,9
Golden Downs,63,4,486,x,9,9.425,498,2010,19.4,9.5,10
Golden Downs,63,4,486,x,10,9.425,475,2011,19.6,9.5,11
Golden Downs,63,4,486,a,1,1.425,419,2002,33.7,3.3,2
Golden Downs,63,4,486,a,2,15.575,395,2003,38.1,2.7,3
Golden Downs,63,4,486,a,3,18.125,422,2004,40.1,2.4,4
Golden Downs,63,4,486,a,4,18.175,422,2005,31.5,3.2,5
Golden Downs,63,4,486,a,5,18.375,464,2006,28,4.4,6
Golden Downs,63,4,486,a,6,13.725,438,2007,26.2,5.5,7
Golden Downs,63,4,486,a,7,10.8,476,2008,24.1,6.9,8
Golden Downs,63,4,486,a,8,8.8,459,2009,20.7,8.1,9
Golden Downs,63,4,486,a,9,8.35,512,2010,17.2,10.6,10
Golden Downs,63,4,486,a,10,8.15,470,2011,18.1,9.7,11
Golden Downs,63,4,495,x,1,11.275,387,2003,38.4,2.2,3
Golden Downs,63,4,495,x,2,15.775,385,2004,30.7,3.3,4
Golden Downs,63,4,495,x,3,17.65,391,2005,31,3.7,5
Golden Downs,63,4,495,x,4,17.425,414,2006,29.4,4.6,6
Golden Downs,63,4,495,x,5,13.15,435,2007,23.3,7.1,7
Golden Downs,63,4,495,x,6,10.6,482,2008,20.8,8.6,8
Golden Downs,63,4,495,x,7,12.15,476,2009,21.6,7.9,9
Golden Downs,63,4,495,x,8,11.6,512,2010,20.4,9.3,10
Golden Downs,63,4,495,x,9,8.475,486,2011,20.3,8.9,11
Golden Downs,63,4,495,a,1,9.95,380,2003,28.5,2.6,3
Golden Downs,63,4,495,a,2,15.075,399,2004,27.4,4,4
Golden Downs,63,4,495,a,3,14.95,421,2005,27.2,5.3,5
Golden Downs,63,4,495,a,4,13.925,450,2006,24.6,6.7,6
Golden Downs,63,4,495,a,5,9.775,433,2007,19.5,8.3,7
Golden Downs,63,4,495,a,6,8.075,482,2008,15.5,11.4,8
Golden Downs,63,4,495,a,7,8.45,430,2009,18.1,8.5,9
Golden Downs,63,4,495,a,8,8.925,495,2010,16.9,10.4,10
Golden Downs,63,4,495,a,9,7.425,490,2011,18,10.3,11
Golden Downs,63,5,125,x,1,2.575,451,2002,37.5,3.4,2
Golden Downs,63,5,125,x,2,11.15,391,2003,37.3,3,3
Golden Downs,63,5,125,x,3,19.7,435,2004,38.1,3.1,4
Golden Downs,63,5,125,x,4,17.675,434,2005,41.4,2.7,5
Golden Downs,63,5,125,x,5,13.8,511,2006,41,3.1,6
Golden Downs,63,5,125,x,6,7.625,456,2007,38.3,3.3,7
Golden Downs,63,5,125,x,7,9.425,549,2008,38.4,3.9,8
Golden Downs,63,5,125,x,8,8.825,474,2009,34.3,4.2,9
Golden Downs,63,5,125,x,9,9.075,522,2010,31.1,5.9,10
Golden Downs,63,5,125,x,10,7.5,455,2011,30.6,5.6,11
Golden Downs,63,5,125,a,1,8.45,415,2002,35.4,3.6,2
Golden Downs,63,5,125,a,2,4.125,450,2003,39.4,3.2,3
Golden Downs,63,5,125,a,3,15.825,403,2004,35.4,3,4
Golden Downs,63,5,125,a,4,16.475,443,2005,34.9,3.6,5
Golden Downs,63,5,125,a,5,14.95,466,2006,33.4,4.2,6
Golden Downs,63,5,125,a,6,11.425,411,2007,33.1,3.7,7
Golden Downs,63,5,125,a,7,10.325,485,2008,31.7,5.2,8
Golden Downs,63,5,125,a,8,10.1,438,2009,30.4,4.9,9
Golden Downs,63,5,125,a,9,9.9,501,2010,29,6.5,10
Golden Downs,63,5,125,a,10,7.45,474,2011,26.5,7.2,11
Golden Downs,63,5,126,x,1,7.825,467,2002,34,3.3,2
Golden Downs,63,5,126,x,2,12.075,520,2003,35.9,3.3,3
Golden Downs,63,5,126,x,3,9.375,531,2004,36.7,3.2,4
Golden Downs,63,5,126,x,4,15.45,470,2005,35.8,3.3,5
Golden Downs,63,5,126,x,5,13.75,514,2006,30,4.5,6
Golden Downs,63,5,126,x,6,9.325,479,2007,31.3,4.5,7
Golden Downs,63,5,126,x,7,6.9,568,2008,26.2,7.5,8
Golden Downs,63,5,126,x,8,5.85,539,2009,23.1,9.1,9
Golden Downs,63,5,126,x,9,5.675,606,2010,19.7,12.3,10
Golden Downs,63,5,126,x,10,5,592,2011,17.3,12.9,11
Golden Downs,63,5,126,a,1,2.85,485,2002,35.4,3.2,2
Golden Downs,63,5,126,a,2,11.525,431,2003,35.1,3,3
Golden Downs,63,5,126,a,3,11.875,455,2004,36.3,2.8,4
Golden Downs,63,5,126,a,4,11.65,455,2005,35.5,3,5
Golden Downs,63,5,126,a,5,12.2,495,2006,34.6,3.5,6
Golden Downs,63,5,126,a,6,9.15,489,2007,31,5.2,7
Golden Downs,63,5,126,a,7,7.05,538,2008,26.5,7.5,8
Golden Downs,63,5,126,a,8,7.55,469,2009,24.3,7.4,9
Golden Downs,63,5,126,a,9,5.175,508,2010,21.9,9.5,10
Golden Downs,63,5,126,a,10,4.7,518,2011,18.2,11,11
Golden Downs,63,5,158,x,1,5.2,411,2003,38.4,2.3,3
Golden Downs,63,5,158,x,2,15.525,459,2004,34.8,3.3,4
Golden Downs,63,5,158,x,3,15.225,451,2005,32.3,4.2,5
Golden Downs,63,5,158,x,4,14.325,443,2006,26.1,6.1,6
Golden Downs,63,5,158,x,5,10.125,461,2007,18.8,9.4,7
Golden Downs,63,5,158,x,6,7.4,548,2008,12.4,14.2,8
Golden Downs,63,5,158,x,7,7.6,493,2009,13,13,9
Golden Downs,63,5,158,x,8,6.675,508,2010,13.4,13.1,10
Golden Downs,63,5,158,x,9,5.25,519,2011,12.7,14.5,11
Golden Downs,63,5,158,a,1,5.3,451,2003,35.4,2.1,3
Golden Downs,63,5,158,a,2,11.975,416,2004,29.2,3.6,4
Golden Downs,63,5,158,a,3,15.4,391,2005,28,4.4,5
Golden Downs,63,5,158,a,4,15.2,424,2006,26.3,5.5,6
Golden Downs,63,5,158,a,5,11.6,400,2007,20.7,6.9,7
Golden Downs,63,5,158,a,6,8.625,454,2008,14.1,11.4,8
Golden Downs,63,5,158,a,7,7.4,437,2009,12.8,11.5,9
Golden Downs,63,5,158,a,8,6.65,503,2010,11.4,14.3,10
Golden Downs,63,5,158,a,9,5.25,487,2011,11.9,14.3,11
Golden Downs,63,5,159,x,1,15.2,363,2003,37.4,2,3
Golden Downs,63,5,159,x,2,20.375,406,2004,39.3,2,4
Golden Downs,63,5,159,x,3,17.475,402,2005,40.9,2.5,5
Golden Downs,63,5,159,x,4,19.3,418,2006,32.8,3.8,6
Golden Downs,63,5,159,x,5,15.175,411,2007,28,4.9,7
Golden Downs,63,5,159,x,6,11.25,443,2008,22.6,7.5,8
Golden Downs,63,5,159,x,7,9.7,413,2009,20.6,7.3,9
Golden Downs,63,5,159,x,8,9.8,472,2010,19,9,10
Golden Downs,63,5,159,x,9,5.675,446,2011,16.7,9.9,11
Golden Downs,63,5,159,a,1,4.075,400,2002,40.5,2.4,2
Golden Downs,63,5,159,a,2,16.75,360,2003,38.2,2.6,3
Golden Downs,63,5,159,a,3,19.2,386,2004,51.8,2,4
Golden Downs,63,5,159,a,4,20.975,377,2005,46,2.2,5
Golden Downs,63,5,159,a,5,18.675,420,2006,32.6,3,6
Golden Downs,63,5,159,a,6,16.85,394,2007,33.9,3.1,7
Golden Downs,63,5,159,a,7,10.325,460,2008,29.2,5.1,8
Golden Downs,63,5,159,a,8,10.9,433,2009,24.5,6.5,9
Golden Downs,63,5,159,a,9,11.225,473,2010,23.4,7.7,10
Golden Downs,63,5,159,a,10,6.825,428,2011,22.9,6.6,11
Golden Downs,63,5,162,x,1,9.675,360,2003,33,2.9,3
Golden Downs,63,5,162,x,2,16.975,365,2004,30.8,3.3,4
Golden Downs,63,5,162,x,3,15.05,402,2005,26,4.9,5
Golden Downs,63,5,162,x,4,15.25,406,2006,25.6,5.4,6
Golden Downs,63,5,162,x,5,10.75,378,2007,23.9,5.8,7
Golden Downs,63,5,162,x,6,7.65,411,2008,16.4,9,8
Golden Downs,63,5,162,x,7,6.55,406,2009,15.8,9.1,9
Golden Downs,63,5,162,x,8,8.85,444,2010,15.2,9.9,10
Golden Downs,63,5,162,x,9,6.225,387,2011,15.4,9.3,11
Golden Downs,63,5,162,a,1,11.35,372,2003,36.1,2.5,3
Golden Downs,63,5,162,a,2,16.875,360,2004,35.2,2.9,4
Golden Downs,63,5,162,a,3,14.925,378,2005,33.3,3.3,5
Golden Downs,63,5,162,a,4,14.425,398,2006,32.2,3.9,6
Golden Downs,63,5,162,a,5,10.65,417,2007,25.3,6.3,7
Golden Downs,63,5,162,a,6,8.425,439,2008,17.6,8.7,8
Golden Downs,63,5,162,a,7,9.125,403,2009,20.9,6.7,9
Golden Downs,63,5,162,a,8,9.825,419,2010,25,5.8,10
Golden Downs,63,5,162,a,9,7.175,430,2011,23.2,7,11
Golden Downs,63,5,166,x,1,3.35,393,2002,33.4,2,2
Golden Downs,63,5,166,x,2,11.85,347,2003,32.3,2.6,3
Golden Downs,63,5,166,x,3,16.05,349,2004,30.6,2.8,4
Golden Downs,63,5,166,x,4,15.65,405,2005,29.2,3.8,5
Golden Downs,63,5,166,x,5,14.975,436,2006,26.9,5.2,6
Golden Downs,63,5,166,x,6,10.075,404,2007,23.5,5.9,7
Golden Downs,63,5,166,x,7,9.6,475,2008,17.2,10.4,8
Golden Downs,63,5,166,x,8,11.125,433,2009,17.9,8.5,9
Golden Downs,63,5,166,x,9,12.125,465,2010,18.1,9.7,10
Golden Downs,63,5,166,x,10,7.7,433,2011,15.7,10.9,11
Golden Downs,63,5,166,a,1,3.175,335,2002,32.5,2.8,2
Golden Downs,63,5,166,a,2,13.8,354,2003,34.7,2.5,3
Golden Downs,63,5,166,a,3,19.275,381,2004,37.3,2.7,4
Golden Downs,63,5,166,a,4,21.875,426,2005,35.5,2.8,5
Golden Downs,63,5,166,a,5,18.825,437,2006,32.3,3.7,6
Golden Downs,63,5,166,a,6,14.5,429,2007,24.9,6.3,7
Golden Downs,63,5,166,a,7,10.625,472,2008,18.6,9.3,8
Golden Downs,63,5,166,a,8,11.1,430,2009,19.1,7.8,9
Golden Downs,63,5,166,a,9,11.475,468,2010,18.7,9.2,10
Golden Downs,63,5,166,a,10,8.75,429,2011,17.6,9.2,11
Golden Downs,63,5,174,x,1,1.525,403,2002,44.2,1.6,2
Golden Downs,63,5,174,x,2,3.175,374,2003,40,1.9,3
Golden Downs,63,5,174,x,3,10.125,395,2004,38.1,2.2,4
Golden Downs,63,5,174,x,4,10.7,419,2005,35.4,2.7,5
Golden Downs,63,5,174,x,5,12,463,2006,30.6,4.1,6
Golden Downs,63,5,174,x,6,7.525,436,2007,26.6,5.1,7
Golden Downs,63,5,174,x,7,6,458,2008,21.1,8,8
Golden Downs,63,5,174,x,8,5.35,432,2009,19,8.3,9
Golden Downs,63,5,174,x,9,7.3,509,2010,18.6,10.3,10
Golden Downs,63,5,174,x,10,4.8,473,2011,15.8,10.8,11
Golden Downs,63,5,174,a,1,0.675,475,2002,38.2,2.3,2
Golden Downs,63,5,174,a,2,3.25,434,2003,38.1,2.3,3
Golden Downs,63,5,174,a,3,11.25,413,2004,35.1,2.7,4
Golden Downs,63,5,174,a,4,15.05,438,2005,34.2,3,5
Golden Downs,63,5,174,a,5,16.7,456,2006,30.6,3.5,6
Golden Downs,63,5,174,a,6,10.35,431,2007,28.7,4.7,7
Golden Downs,63,5,174,a,7,7.9,458,2008,23,7.5,8
Golden Downs,63,5,174,a,8,7.25,462,2009,20.8,7.7,9
Golden Downs,63,5,174,a,9,8.35,496,2010,20.9,8.9,10
Golden Downs,63,5,174,a,10,7.025,489,2011,18.7,9.6,11
Golden Downs,63,5,187,x,1,10.225,432,2003,36.5,3,3
Golden Downs,63,5,187,x,2,15.5,399,2004,32.8,3.3,4
Golden Downs,63,5,187,x,3,14.8,379,2005,29.7,4.2,5
Golden Downs,63,5,187,x,4,14.2,433,2006,29.1,5.1,6
Golden Downs,63,5,187,x,5,8.475,429,2007,27.3,5.7,7
Golden Downs,63,5,187,x,6,6.375,497,2008,20,9.6,8
Golden Downs,63,5,187,x,7,5.65,481,2009,15.8,11.2,9
Golden Downs,63,5,187,x,8,5.225,531,2010,13.5,14.4,10
Golden Downs,63,5,187,x,9,4.85,508,2011,12.4,14,11
Golden Downs,63,5,187,a,1,2.525,416,2002,25.9,2.5,2
Golden Downs,63,5,187,a,2,8.925,396,2003,31.1,2.5,3
Golden Downs,63,5,187,a,3,14.05,468,2004,35.5,2.9,4
Golden Downs,63,5,187,a,4,18.85,393,2005,31.6,3,5
Golden Downs,63,5,187,a,5,21.1,416,2006,30.1,3.5,6
Golden Downs,63,5,187,a,6,17.3,427,2007,26.7,5.4,7
Golden Downs,63,5,187,a,7,10.75,448,2008,22.7,7.7,8
Golden Downs,63,5,187,a,8,10.225,456,2009,20.4,8.2,9
Golden Downs,63,5,187,a,9,10.775,497,2010,19.4,8.9,10
Golden Downs,63,5,187,a,10,9.675,485,2011,20.6,8.4,11
Golden Downs,63,5,231,x,1,0.775,480,2002,39.6,2.1,2
Golden Downs,63,5,231,x,2,11.025,446,2003,37.6,2.6,3
Golden Downs,63,5,231,x,3,16.325,457,2004,38,3.1,4
Golden Downs,63,5,231,x,4,18.175,481,2005,34.9,3.5,5
Golden Downs,63,5,231,x,5,16.025,521,2006,30.2,4.9,6
Golden Downs,63,5,231,x,6,11.7,465,2007,29.2,5.4,7
Golden Downs,63,5,231,x,7,8.5,502,2008,22.1,8.8,8
Golden Downs,63,5,231,x,8,8.425,478,2009,20.7,8.8,9
Golden Downs,63,5,231,x,9,9.15,523,2010,21,9.2,10
Golden Downs,63,5,231,x,10,7.6,507,2011,19.4,9.7,11
Golden Downs,63,5,231,a,1,1.75,439,2002,48.9,1.8,2
Golden Downs,63,5,231,a,2,9.675,434,2003,35,2.7,3
Golden Downs,63,5,231,a,3,12.6,443,2004,34.2,3.6,4
Golden Downs,63,5,231,a,4,13.975,488,2005,31.4,4.9,5
Golden Downs,63,5,231,a,5,13.9,506,2006,29.8,5.6,6
Golden Downs,63,5,231,a,6,12.425,471,2007,26.4,6.8,7
Golden Downs,63,5,231,a,7,9.05,498,2008,19.9,9.6,8
Golden Downs,63,5,231,a,8,8.35,489,2009,17.3,10.5,9
Golden Downs,63,5,231,a,9,9.6,567,2010,17.6,12.1,10
Golden Downs,63,5,231,a,10,7.95,540,2011,17.9,11.5,11
Golden Downs,63,5,234,x,1,7.525,379,2002,30.2,3.4,2
Golden Downs,63,5,234,x,2,11.8,422,2003,36.2,3.1,3
Golden Downs,63,5,234,x,3,20.725,381,2004,34.9,3,4
Golden Downs,63,5,234,x,4,17.5,421,2005,31.1,3.8,5
Golden Downs,63,5,234,x,5,13.725,443,2006,28.3,4.8,6
Golden Downs,63,5,234,x,6,8.15,416,2007,25.4,5.6,7
Golden Downs,63,5,234,x,7,4.475,454,2008,17.7,9,8
Golden Downs,63,5,234,x,8,4.5,464,2009,14.5,11.3,9
Golden Downs,63,5,234,x,9,6.475,507,2010,14.5,12.4,10
Golden Downs,63,5,234,x,10,1.425,412,2011,16.9,10.8,11
Golden Downs,63,5,234,a,1,4.3,413,2002,32.2,3.2,2
Golden Downs,63,5,234,a,2,16.025,436,2003,39.3,3,3
Golden Downs,63,5,234,a,3,16.575,428,2004,34.6,3.2,4
Golden Downs,63,5,234,a,4,15,540,2005,37,3.2,5
Golden Downs,63,5,234,a,5,13.75,538,2006,33.8,4.4,6
Golden Downs,63,5,234,a,6,8.7,456,2007,31,4.5,7
Golden Downs,63,5,234,a,7,3.95,518,2008,24.1,7.9,8
Golden Downs,63,5,234,a,8,3.75,493,2009,17,10.6,9
Golden Downs,63,5,234,a,9,5.1,563,2010,12.1,15.3,10
Golden Downs,63,5,234,a,10,4.8,511,2011,13.1,13.5,11
Golden Downs,63,5,236,x,1,8.15,405,2003,32.3,3.4,3
Golden Downs,63,5,236,x,2,14.625,453,2004,29.9,5.2,4
Golden Downs,63,5,236,x,3,16.4,447,2005,30.1,5.2,5
Golden Downs,63,5,236,x,4,17.15,481,2006,31.5,4.8,6
Golden Downs,63,5,236,x,5,12.325,478,2007,29.8,5.4,7
Golden Downs,63,5,236,x,6,10.575,495,2008,26,7.3,8
Golden Downs,63,5,236,x,7,8.8,474,2009,23.4,7.4,9
Golden Downs,63,5,236,x,8,9.475,515,2010,23.8,8.2,10
Golden Downs,63,5,236,x,9,8.525,528,2011,23.7,8.8,11
Golden Downs,63,5,236,a,1,8.975,414,2003,29.8,3.9,3
Golden Downs,63,5,236,a,2,13.9,458,2004,26.1,6,4
Golden Downs,63,5,236,a,3,15.075,459,2005,26.8,5.8,5
Golden Downs,63,5,236,a,4,16.9,483,2006,27.6,5.6,6
Golden Downs,63,5,236,a,5,11.15,427,2007,26.2,5.7,7
Golden Downs,63,5,236,a,6,7.025,515,2008,19.9,10.1,8
Golden Downs,63,5,236,a,7,6.075,495,2009,16.1,11.3,9
Golden Downs,63,5,236,a,8,6.9,522,2010,14.6,12.7,10
Golden Downs,63,5,236,a,9,7.35,503,2011,16.9,11.4,11
Golden Downs,63,5,323,x,1,9.825,378,2003,29.8,3.8,3
Golden Downs,63,5,323,x,2,14.5,377,2004,34.8,3,4
Golden Downs,63,5,323,x,3,11.975,416,2005,32.8,3.7,5
Golden Downs,63,5,323,x,4,14.975,455,2006,32.9,4,6
Golden Downs,63,5,323,x,5,15.05,464,2007,32.5,4.2,7
Golden Downs,63,5,323,x,6,10.475,524,2008,27.7,6.5,8
Golden Downs,63,5,323,x,7,6.925,505,2009,21.3,9.4,9
Golden Downs,63,5,323,x,8,6.95,571,2010,16,13,10
Golden Downs,63,5,323,x,9,7.825,542,2011,18.8,11.5,11
Golden Downs,63,5,323,a,1,13.35,361,2003,28.6,3.3,3
Golden Downs,63,5,323,a,2,13.475,394,2004,36.4,2.9,4
Golden Downs,63,5,323,a,3,11.75,409,2005,33.7,2.9,5
Golden Downs,63,5,323,a,4,10.175,512,2006,33.2,3.8,6
Golden Downs,63,5,323,a,5,6.75,423,2007,29.2,3.9,7
Golden Downs,63,5,323,a,6,6.475,486,2008,26.1,6.7,8
Golden Downs,63,5,323,a,7,5.75,492,2009,22.5,8.2,9
Golden Downs,63,5,323,a,8,5.4,541,2010,21.2,10.2,10
Golden Downs,63,5,323,a,9,6.575,544,2011,21.2,9.9,11
Golden Downs,63,5,465,x,1,13.35,385,2003,32.4,3.3,3
Golden Downs,63,5,465,x,2,18.275,440,2004,36.3,3.7,4
Golden Downs,63,5,465,x,3,17.4,443,2005,33.1,3.9,5
Golden Downs,63,5,465,x,4,18,504,2006,31.6,4.7,6
Golden Downs,63,5,465,x,5,12.4,484,2007,29.5,5.7,7
Golden Downs,63,5,465,x,6,9.675,491,2008,23.4,8.1,8
Golden Downs,63,5,465,x,7,9.65,451,2009,21.7,7.9,9
Golden Downs,63,5,465,x,8,8.4,466,2010,20.7,8.8,10
Golden Downs,63,5,465,x,9,6.425,455,2011,18.6,9.3,11
Golden Downs,63,5,465,a,1,12.275,366,2003,35.8,3.2,3
Golden Downs,63,5,465,a,2,17.075,447,2004,39.1,3.3,4
Golden Downs,63,5,465,a,3,17.875,479,2005,38.5,3.5,5
Golden Downs,63,5,465,a,4,17.375,500,2006,33.7,4.7,6
Golden Downs,63,5,465,a,5,10.875,462,2007,29.4,5.6,7
Golden Downs,63,5,465,a,6,10.05,498,2008,20.2,9.2,8
Golden Downs,63,5,465,a,7,10.875,426,2009,21.6,7.2,9
Golden Downs,63,5,465,a,8,10.4,464,2010,19.5,8.8,10
Golden Downs,63,5,465,a,9,8,454,2011,17,9.6,11
Golden Downs,63,5,486,x,1,6,411,2003,33.5,3.6,3
Golden Downs,63,5,486,x,2,16.625,389,2004,35.8,3.2,4
Golden Downs,63,5,486,x,3,15.375,429,2005,37.1,3.1,5
Golden Downs,63,5,486,x,4,18.175,455,2006,33,3.6,6
Golden Downs,63,5,486,x,5,12.575,372,2007,29.1,4,7
Golden Downs,63,5,486,x,6,8.375,475,2008,22.9,8,8
Golden Downs,63,5,486,x,7,8.725,444,2009,22.8,7.3,9
Golden Downs,63,5,486,x,8,10.775,469,2010,23.2,7,10
Golden Downs,63,5,486,x,9,7.925,463,2011,20.7,8.6,11
Golden Downs,63,5,486,a,1,7.825,385,2003,36.9,2.6,3
Golden Downs,63,5,486,a,2,15.825,400,2004,36.2,2.7,4
Golden Downs,63,5,486,a,3,14.875,444,2005,30.3,4.3,5
Golden Downs,63,5,486,a,4,14.95,485,2006,27.8,5.5,6
Golden Downs,63,5,486,a,5,12.575,430,2007,27.6,5.4,7
Golden Downs,63,5,486,a,6,8.675,488,2008,20.6,9.4,8
Golden Downs,63,5,486,a,7,7.55,459,2009,20.1,8,9
Golden Downs,63,5,486,a,8,8.425,495,2010,18.6,9.8,10
Golden Downs,63,5,486,a,9,6.95,507,2011,18,10.3,11
Waitarere Beach,47,1,126,x,1,17.4,437,2003,33.7,3.1,3
Waitarere Beach,47,1,126,x,2,26.05,433,2004,34.5,3,4
Waitarere Beach,47,1,126,x,3,26.6,483,2005,32.5,4.2,5
Waitarere Beach,47,1,126,x,4,22.65,509,2006,31.4,4.7,6
Waitarere Beach,47,1,126,x,5,20.775,489,2007,31.1,4.8,7
Waitarere Beach,47,1,126,x,6,15.775,508,2008,28.8,6,8
Waitarere Beach,47,1,126,x,7,12.875,485,2009,28,6.1,9
Waitarere Beach,47,1,126,x,8,13.5,473,2010,27.5,6.5,10
Waitarere Beach,47,1,126,x,9,9.4,500,2011,26.1,7.9,11
Waitarere Beach,47,1,126,a,1,20.025,452,2003,35.2,3.5,3
Waitarere Beach,47,1,126,a,2,26.05,474,2004,36,4.1,4
Waitarere Beach,47,1,126,a,3,24.1,475,2005,34.1,3.9,5
Waitarere Beach,47,1,126,a,4,23.55,478,2006,35,3.1,6
Waitarere Beach,47,1,126,a,5,21.625,466,2007,34.9,3.2,7
Waitarere Beach,47,1,126,a,6,14.325,534,2008,35,3.5,8
Waitarere Beach,47,1,126,a,7,10.95,461,2009,32.8,4.2,9
Waitarere Beach,47,1,126,a,8,12.1,473,2010,33.2,4.3,10
Waitarere Beach,47,1,126,a,9,9.175,496,2011,32.1,5,11
Waitarere Beach,47,1,158,x,1,14.05,378,2004,28.2,4.3,4
Waitarere Beach,47,1,158,x,2,20.325,386,2005,25.3,5.3,5
Waitarere Beach,47,1,158,x,3,15.5,407,2006,19.5,7.6,6
Waitarere Beach,47,1,158,x,4,18.075,407,2007,19.6,7.5,7
Waitarere Beach,47,1,158,x,5,10.025,446,2008,15.9,9.9,8
Waitarere Beach,47,1,158,x,6,8.075,477,2009,12.2,13,9
Waitarere Beach,47,1,158,x,7,8.275,533,2010,12.6,14.6,10
Waitarere Beach,47,1,158,x,8,7.625,556,2011,12.7,15.7,11
Waitarere Beach,47,1,158,a,1,12.025,377,2004,27.3,4.2,4
Waitarere Beach,47,1,158,a,2,17.6,360,2005,23.2,5.4,5
Waitarere Beach,47,1,158,a,3,13.1,401,2006,20.4,7,6
Waitarere Beach,47,1,158,a,4,16.4,409,2007,18.8,7.8,7
Waitarere Beach,47,1,158,a,5,9.675,465,2008,15,10.6,8
Waitarere Beach,47,1,158,a,6,7.25,457,2009,12.3,12.8,9
Waitarere Beach,47,1,158,a,7,6.9,524,2010,11.3,14.4,10
Waitarere Beach,47,1,158,a,8,5.875,529,2011,11.3,16.1,11
Waitarere Beach,47,1,159,x,1,6.65,373,2002,36.4,2.1,2
Waitarere Beach,47,1,159,x,2,13.975,402,2003,34.1,2.7,3
Waitarere Beach,47,1,159,x,3,27.975,386,2004,39,2.2,4
Waitarere Beach,47,1,159,x,4,26.2,396,2005,35,2.9,5
Waitarere Beach,47,1,159,x,5,24.825,416,2006,34.8,2.8,6
Waitarere Beach,47,1,159,x,6,21.45,399,2007,31.4,4.1,7
Waitarere Beach,47,1,159,x,7,14.775,439,2008,26.7,6,8
Waitarere Beach,47,1,159,x,8,11.575,417,2009,23.7,6.2,9
Waitarere Beach,47,1,159,x,9,9.975,443,2010,21.2,7.9,10
