site,comp,rep,clone,core,age,rwidth,dens,year,mfa,moe,new.age
Waitarere Beach,47,2,236,a,10,12.1,542,2011,19.9,10.7,11
Waitarere Beach,47,2,323,x,1,1.525,410,2002,41.8,1.4,2
Waitarere Beach,47,2,323,x,2,8.025,433,2003,32.3,3.9,3
Waitarere Beach,47,2,323,x,3,22.625,410,2004,34.7,3.1,4
Waitarere Beach,47,2,323,x,4,21.2,423,2005,32.7,3.8,5
Waitarere Beach,47,2,323,x,5,18.325,473,2006,31.8,4.6,6
Waitarere Beach,47,2,323,x,6,20.125,454,2007,29.2,5.4,7
Waitarere Beach,47,2,323,x,7,13.325,477,2008,27.4,6.4,8
Waitarere Beach,47,2,323,x,8,11,447,2009,24.6,6.9,9
Waitarere Beach,47,2,323,x,9,7,458,2010,20.8,8.2,10
Waitarere Beach,47,2,323,x,10,7.775,491,2011,19.3,10.5,11
Waitarere Beach,47,2,323,a,1,1.55,443,2002,37.8,2.8,2
Waitarere Beach,47,2,323,a,2,8.85,460,2003,31,4.9,3
Waitarere Beach,47,2,323,a,3,21.8,431,2004,29.5,4.4,4
Waitarere Beach,47,2,323,a,4,22.35,444,2005,32.6,4.1,5
Waitarere Beach,47,2,323,a,5,23.05,495,2006,29.7,5,6
Waitarere Beach,47,2,323,a,6,23.45,466,2007,28.1,5.7,7
Waitarere Beach,47,2,323,a,7,14.875,515,2008,25,8,8
Waitarere Beach,47,2,323,a,8,9.275,473,2009,23.7,7.5,9
Waitarere Beach,47,2,323,a,9,8.675,499,2010,20.9,9.3,10
Waitarere Beach,47,2,323,a,10,8.375,513,2011,18.9,11,11
Waitarere Beach,47,2,465,x,1,7.475,377,2002,38.4,2.3,2
Waitarere Beach,47,2,465,x,2,14.575,428,2003,31.3,4.3,3
Waitarere Beach,47,2,465,x,3,20.975,414,2004,33.9,3.7,4
Waitarere Beach,47,2,465,x,4,23.575,471,2005,33.9,4.2,5
Waitarere Beach,47,2,465,x,5,18.85,467,2006,29.8,5.4,6
Waitarere Beach,47,2,465,x,6,22.425,434,2007,31.3,4.4,7
Waitarere Beach,47,2,465,x,7,17.05,475,2008,27.7,6.2,8
Waitarere Beach,47,2,465,x,8,13.575,418,2009,25.4,6.4,9
Waitarere Beach,47,2,465,x,9,11.25,422,2010,22.4,7.7,10
Waitarere Beach,47,2,465,x,10,9.675,432,2011,21,8.6,11
Waitarere Beach,47,2,465,a,1,8.325,379,2002,39.2,2.2,2
Waitarere Beach,47,2,465,a,2,16.2,409,2003,31.8,4,3
Waitarere Beach,47,2,465,a,3,25.675,412,2004,36.5,3,4
Waitarere Beach,47,2,465,a,4,25.45,470,2005,36.7,3.8,5
Waitarere Beach,47,2,465,a,5,22.45,465,2006,33.4,4.4,6
Waitarere Beach,47,2,465,a,6,22.075,441,2007,35.1,3.7,7
Waitarere Beach,47,2,465,a,7,15.475,462,2008,28.3,6,8
Waitarere Beach,47,2,465,a,8,12.85,432,2009,26.2,6.5,9
Waitarere Beach,47,2,465,a,9,11.05,451,2010,22.3,7.9,10
Waitarere Beach,47,2,465,a,10,10,446,2011,21.4,8.6,11
Waitarere Beach,47,2,486,x,1,2.925,427,2002,50.4,1.6,2
Waitarere Beach,47,2,486,x,2,10.8,446,2003,41.2,2.6,3
Waitarere Beach,47,2,486,x,3,23.625,426,2004,40.3,2.7,4
Waitarere Beach,47,2,486,x,4,21.9,436,2005,36.3,3.6,5
Waitarere Beach,47,2,486,x,5,19.1,446,2006,32.3,4.6,6
Waitarere Beach,47,2,486,x,6,15.5,418,2007,27.2,5.5,7
Waitarere Beach,47,2,486,x,7,12.775,460,2008,24.2,7.1,8
Waitarere Beach,47,2,486,x,8,11.15,435,2009,21.2,7.8,9
Waitarere Beach,47,2,486,x,9,9.2,461,2010,17.8,9.9,10
Waitarere Beach,47,2,486,x,10,5.15,490,2011,15.3,12.7,11
Waitarere Beach,47,2,486,a,1,1.925,428,2002,46.8,2.3,2
Waitarere Beach,47,2,486,a,2,11.275,410,2003,38.1,3,3
Waitarere Beach,47,2,486,a,3,23.875,417,2004,38.5,2.8,4
Waitarere Beach,47,2,486,a,4,21.1,430,2005,37.9,3.4,5
Waitarere Beach,47,2,486,a,5,19.325,432,2006,34.1,4.2,6
Waitarere Beach,47,2,486,a,6,17.5,420,2007,29.4,4.6,7
Waitarere Beach,47,2,486,a,7,10.45,464,2008,24.9,7.3,8
Waitarere Beach,47,2,486,a,8,9.025,462,2009,21.2,8.4,9
Waitarere Beach,47,2,486,a,9,8.825,497,2010,17.8,10.9,10
Waitarere Beach,47,2,486,a,10,6.95,539,2011,15.1,13.3,11
Waitarere Beach,47,2,495,x,1,8.275,385,2002,40.5,1.8,2
Waitarere Beach,47,2,495,x,2,16.05,421,2003,31.1,3.3,3
Waitarere Beach,47,2,495,x,3,24.225,391,2004,32.2,3.6,4
Waitarere Beach,47,2,495,x,4,20.175,437,2005,30.8,4.6,5
Waitarere Beach,47,2,495,x,5,19.175,489,2006,30.7,5.1,6
Waitarere Beach,47,2,495,x,6,13.225,428,2007,25.3,6.2,7
Waitarere Beach,47,2,495,x,7,9.85,481,2008,24.8,7.2,8
Waitarere Beach,47,2,495,x,8,7.025,467,2009,24.6,7.7,9
Waitarere Beach,47,2,495,x,9,5.1,519,2010,21.4,9.5,10
Waitarere Beach,47,2,495,x,10,5.5,546,2011,16,13.2,11
Waitarere Beach,47,2,495,a,1,7.7,398,2002,31.8,1.9,2
Waitarere Beach,47,2,495,a,2,17.425,409,2003,32.6,2.6,3
Waitarere Beach,47,2,495,a,3,21.9,369,2004,35,2.4,4
Waitarere Beach,47,2,495,a,4,15.675,404,2005,34,3.4,5
Waitarere Beach,47,2,495,a,5,12.725,424,2006,30.7,4.3,6
Waitarere Beach,47,2,495,a,6,10.8,441,2007,25.2,6.2,7
Waitarere Beach,47,2,495,a,7,8.075,484,2008,21.6,8.4,8
Waitarere Beach,47,2,495,a,8,5.45,461,2009,17.7,9.5,9
Waitarere Beach,47,2,495,a,9,5.15,503,2010,15.3,11.9,10
Waitarere Beach,47,2,495,a,10,5.075,501,2011,15.5,12.8,11
Waitarere Beach,47,2,495,v,1,7.775,397,2002,35.5,2.7,2
Waitarere Beach,47,2,495,v,2,19.15,424,2003,36.6,3,3
Waitarere Beach,47,2,495,v,3,26.425,423,2004,35.7,3,4
Waitarere Beach,47,2,495,v,4,18.05,428,2005,28.7,4.7,5
Waitarere Beach,47,2,495,v,5,15.2,465,2006,24.6,6.9,6
Waitarere Beach,47,2,495,v,6,13.8,462,2007,23.9,7.1,7
Waitarere Beach,47,2,495,v,7,9.475,514,2008,19.5,10.1,8
Waitarere Beach,47,2,495,v,8,7.325,481,2009,17.9,10.1,9
Waitarere Beach,47,2,495,v,9,5.8,534,2010,14.7,13.1,10
Waitarere Beach,47,2,495,v,10,6.15,584,2011,15.5,14.9,11
Waitarere Beach,47,2,495,b,1,7.55,407,2002,34.7,3.1,2
Waitarere Beach,47,2,495,b,2,17.15,420,2003,35.4,3.2,3
Waitarere Beach,47,2,495,b,3,22.5,398,2004,30.3,4,4
Waitarere Beach,47,2,495,b,4,16.1,422,2005,26.3,5.6,5
Waitarere Beach,47,2,495,b,5,14.25,450,2006,23.6,6.9,6
Waitarere Beach,47,2,495,b,6,11.6,449,2007,21.9,7.6,7
Waitarere Beach,47,2,495,b,7,8.35,502,2008,18.2,10.3,8
Waitarere Beach,47,2,495,b,8,6.275,474,2009,16.3,10.6,9
Waitarere Beach,47,2,495,b,9,5.975,520,2010,13.8,13.2,10
Waitarere Beach,47,2,495,b,10,5.25,551,2011,13.4,15.1,11
Waitarere Beach,47,3,125,x,1,1.225,436,2002,31.6,2.8,2
Waitarere Beach,47,3,125,x,2,9.025,426,2003,33.8,3.1,3
Waitarere Beach,47,3,125,x,3,12.775,456,2004,34.5,3.9,4
Waitarere Beach,47,3,125,x,4,21.8,431,2005,32.7,3.9,5
Waitarere Beach,47,3,125,x,5,18.65,467,2006,32.8,4.6,6
Waitarere Beach,47,3,125,x,6,22.325,462,2007,32,5,7
Waitarere Beach,47,3,125,x,7,13.7,477,2008,29.3,6.2,8
Waitarere Beach,47,3,125,x,8,9.275,458,2009,27.3,6.4,9
Waitarere Beach,47,3,125,x,9,9.125,449,2010,26.8,6.5,10
Waitarere Beach,47,3,125,x,10,8.025,469,2011,23.6,9.2,11
Waitarere Beach,47,3,125,a,1,1.875,412,2002,32.3,3.3,2
Waitarere Beach,47,3,125,a,2,8.125,423,2003,34,3.5,3
Waitarere Beach,47,3,125,a,3,13.475,455,2004,34.9,3.7,4
Waitarere Beach,47,3,125,a,4,16.6,463,2005,31.9,4.9,5
Waitarere Beach,47,3,125,a,5,15.5,464,2006,31.2,5,6
Waitarere Beach,47,3,125,a,6,14.75,466,2007,30.2,5.6,7
Waitarere Beach,47,3,125,a,7,12.35,515,2008,25.6,7.8,8
Waitarere Beach,47,3,125,a,8,9.025,462,2009,24.3,7.2,9
Waitarere Beach,47,3,125,a,9,7.225,461,2010,22.4,7.5,10
Waitarere Beach,47,3,125,a,10,5.2,469,2011,19.1,10.2,11
Waitarere Beach,47,3,126,x,1,6.525,459,2002,36.3,2.6,2
Waitarere Beach,47,3,126,x,2,14.25,404,2003,34.3,3.2,3
Waitarere Beach,47,3,126,x,3,26.325,410,2004,36.8,2.4,4
Waitarere Beach,47,3,126,x,4,21.2,459,2005,35.5,3.4,5
Waitarere Beach,47,3,126,x,5,20.825,477,2006,34.8,3.8,6
Waitarere Beach,47,3,126,x,6,20.3,457,2007,35.9,3.6,7
Waitarere Beach,47,3,126,x,7,15.725,489,2008,34.8,4,8
Waitarere Beach,47,3,126,x,8,14.25,460,2009,31.6,4.2,9
Waitarere Beach,47,3,126,x,9,11.325,453,2010,29.7,5.2,10
Waitarere Beach,47,3,126,x,10,7.7,481,2011,26.1,7.5,11
Waitarere Beach,47,3,126,a,1,6.15,419,2002,38.7,2.5,2
Waitarere Beach,47,3,126,a,2,14.725,445,2003,35.8,3.4,3
Waitarere Beach,47,3,126,a,3,24.65,420,2004,37.5,2.8,4
Waitarere Beach,47,3,126,a,4,21.175,428,2005,37.6,2.9,5
Waitarere Beach,47,3,126,a,5,17.575,455,2006,37.3,3.2,6
Waitarere Beach,47,3,126,a,6,15.075,436,2007,37.8,3.3,7
Waitarere Beach,47,3,126,a,7,11.8,493,2008,35.3,4.5,8
Waitarere Beach,47,3,126,a,8,13.3,472,2009,32.1,5.1,9
Waitarere Beach,47,3,126,a,9,13.05,474,2010,30,5.8,10
Waitarere Beach,47,3,126,a,10,9,472,2011,26.5,7.2,11
Waitarere Beach,47,3,158,x,1,8.7,397,2003,34.7,3.3,3
Waitarere Beach,47,3,158,x,2,39.725,524,2004,40.4,2.6,4
Waitarere Beach,47,3,158,x,3,30.825,538,2005,34.6,3.1,5
Waitarere Beach,47,3,158,x,4,24.725,459,2006,30.6,4.4,6
Waitarere Beach,47,3,158,x,5,24.875,430,2007,26.2,5.5,7
Waitarere Beach,47,3,158,x,6,15.975,501,2008,20.3,9.1,8
Waitarere Beach,47,3,158,x,7,15.625,513,2009,17.4,10.8,9
Waitarere Beach,47,3,158,x,8,14.8,515,2010,16.4,11.4,10
Waitarere Beach,47,3,158,x,9,8.55,528,2011,14.3,14,11
Waitarere Beach,47,3,158,a,1,17.725,373,2003,28.7,3.8,3
Waitarere Beach,47,3,158,a,2,22.25,361,2004,30.2,3.1,4
Waitarere Beach,47,3,158,a,3,24.125,381,2005,29.6,3.4,5
Waitarere Beach,47,3,158,a,4,19.5,402,2006,29.2,3.8,6
Waitarere Beach,47,3,158,a,5,15,418,2007,30.4,3.9,7
Waitarere Beach,47,3,158,a,6,12.65,452,2008,25.9,6.3,8
Waitarere Beach,47,3,158,a,7,11.825,477,2009,22.6,8.2,9
Waitarere Beach,47,3,158,a,8,15.2,500,2010,18.9,10,10
Waitarere Beach,47,3,158,a,9,12.125,503,2011,16.4,11.6,11
Waitarere Beach,47,3,159,x,1,3.1,331,2002,33.6,2.2,2
Waitarere Beach,47,3,159,x,2,11.575,368,2003,33.2,2.5,3
Waitarere Beach,47,3,159,x,3,23.825,358,2004,34.7,2,4
Waitarere Beach,47,3,159,x,4,20.4,382,2005,35.2,2.5,5
Waitarere Beach,47,3,159,x,5,19.475,418,2006,32.5,3.6,6
Waitarere Beach,47,3,159,x,6,18.05,386,2007,28.1,4.3,7
Waitarere Beach,47,3,159,x,7,11.85,425,2008,23.8,6.5,8
Waitarere Beach,47,3,159,x,8,9.525,401,2009,21.4,6.8,9
Waitarere Beach,47,3,159,x,9,10.225,409,2010,19.2,8,10
Waitarere Beach,47,3,159,x,10,6.85,454,2011,16.2,10.7,11
Waitarere Beach,47,3,159,a,1,7.975,340,2002,32.7,2.5,2
Waitarere Beach,47,3,159,a,2,8.975,440,2003,32.6,3.1,3
Waitarere Beach,47,3,159,a,3,24.075,367,2004,39,2.1,4
Waitarere Beach,47,3,159,a,4,24.55,399,2005,45.1,2.1,5
Waitarere Beach,47,3,159,a,5,23.75,411,2006,44,2.4,6
Waitarere Beach,47,3,159,a,6,17.9,402,2007,32.6,3.9,7
Waitarere Beach,47,3,159,a,7,11.4,433,2008,26.1,6,8
Waitarere Beach,47,3,159,a,8,9.125,413,2009,22.6,6.7,9
Waitarere Beach,47,3,159,a,9,10,440,2010,18.4,8.8,10
Waitarere Beach,47,3,159,a,10,5.675,449,2011,15.4,10.9,11
Waitarere Beach,47,3,162,x,1,1.525,359,2002,35.2,2.3,2
Waitarere Beach,47,3,162,x,2,17.8,368,2003,35,2.8,3
Waitarere Beach,47,3,162,x,3,26.275,359,2004,36.6,2.3,4
Waitarere Beach,47,3,162,x,4,22.35,395,2005,34.7,3.2,5
Waitarere Beach,47,3,162,x,5,16.9,405,2006,30,4.1,6
Waitarere Beach,47,3,162,x,6,15.85,381,2007,24.7,5.1,7
Waitarere Beach,47,3,162,x,7,12.475,451,2008,20.7,8,8
Waitarere Beach,47,3,162,x,8,9.4,409,2009,19,7.7,9
Waitarere Beach,47,3,162,x,9,8.05,423,2010,16.8,8.7,10
Waitarere Beach,47,3,162,x,10,5.025,491,2011,13.4,13.5,11
Waitarere Beach,47,3,162,a,1,2.75,347,2002,36.6,1.8,2
Waitarere Beach,47,3,162,a,2,16.975,400,2003,35.3,2.3,3
Waitarere Beach,47,3,162,a,3,27.5,346,2004,38.7,2,4
Waitarere Beach,47,3,162,a,4,20.8,376,2005,35.9,2.7,5
Waitarere Beach,47,3,162,a,5,18.275,376,2006,32.4,3.2,6
Waitarere Beach,47,3,162,a,6,17.225,368,2007,27.8,3.9,7
Waitarere Beach,47,3,162,a,7,11.1,419,2008,25.2,5.7,8
Waitarere Beach,47,3,162,a,8,7.25,393,2009,23.1,5.9,9
Waitarere Beach,47,3,162,a,9,9.725,422,2010,18.9,8.3,10
Waitarere Beach,47,3,162,a,10,5.9,406,2011,16.3,9.9,11
Waitarere Beach,47,3,166,x,1,14.05,371,2003,32.3,3.5,3
Waitarere Beach,47,3,166,x,2,23.9,347,2004,31.6,3.3,4
Waitarere Beach,47,3,166,x,3,17.075,398,2005,26.3,5.1,5
Waitarere Beach,47,3,166,x,4,16.45,433,2006,24.1,6.5,6
Waitarere Beach,47,3,166,x,5,18.575,408,2007,23.8,6.2,7
Waitarere Beach,47,3,166,x,6,14.175,446,2008,21.9,7.6,8
Waitarere Beach,47,3,166,x,7,9.05,424,2009,19.3,8.4,9
Waitarere Beach,47,3,166,x,8,8.775,428,2010,17.2,9.6,10
Waitarere Beach,47,3,166,x,9,6.675,467,2011,15.5,11.4,11
Waitarere Beach,47,3,166,a,1,16.425,381,2003,35.2,2.9,3
Waitarere Beach,47,3,166,a,2,25.55,432,2004,39,2.2,4
Waitarere Beach,47,3,166,a,3,22.65,404,2005,34.6,3.3,5
Waitarere Beach,47,3,166,a,4,21.175,400,2006,26.7,5.2,6
Waitarere Beach,47,3,166,a,5,22.2,420,2007,25.5,5.8,7
Waitarere Beach,47,3,166,a,6,14.8,452,2008,22.2,7.6,8
Waitarere Beach,47,3,166,a,7,12.6,441,2009,20,8.7,9
Waitarere Beach,47,3,166,a,8,11.125,445,2010,18.8,8.8,10
Waitarere Beach,47,3,166,a,9,7.575,441,2011,16.7,10.9,11
Waitarere Beach,47,3,166,v,1,4.525,360,2002,35,1.5,2
Waitarere Beach,47,3,166,v,2,10.675,351,2003,32,2.7,3
Waitarere Beach,47,3,166,v,3,22.4,339,2004,32,2.6,4
Waitarere Beach,47,3,166,v,4,21.175,402,2005,31.6,3.6,5
Waitarere Beach,47,3,166,v,5,18.525,420,2006,26.3,5.5,6
Waitarere Beach,47,3,166,v,6,16.85,398,2007,25.5,5.3,7
Waitarere Beach,47,3,166,v,7,13.925,431,2008,23,6.8,8
Waitarere Beach,47,3,166,v,8,12.575,412,2009,20.9,7.3,9
Waitarere Beach,47,3,166,v,9,12.1,422,2010,19.4,8.3,10
Waitarere Beach,47,3,166,v,10,9.325,437,2011,17.4,10.1,11
Waitarere Beach,47,3,166,b,1,4.775,384,2002,37.3,1.9,2
Waitarere Beach,47,3,166,b,2,11.725,377,2003,35,2.8,3
Waitarere Beach,47,3,166,b,3,14.375,398,2004,38.3,2,4
Waitarere Beach,47,3,166,b,4,33.65,457,2005,34.9,3.6,5
Waitarere Beach,47,3,166,b,5,21.275,423,2006,27.7,5.7,6
Waitarere Beach,47,3,166,b,6,20.725,423,2007,25.3,6.3,7
Waitarere Beach,47,3,166,b,7,14.475,466,2008,21.4,8.3,8
Waitarere Beach,47,3,166,b,8,13,443,2009,19.8,8.7,9
Waitarere Beach,47,3,166,b,9,11.325,429,2010,18.9,8.5,10
Waitarere Beach,47,3,166,b,10,7.3,463,2011,15.9,11.3,11
Waitarere Beach,47,3,174,x,1,1.925,418,2001,40.9,2,1
Waitarere Beach,47,3,174,x,2,7,374,2002,36.9,2.4,2
Waitarere Beach,47,3,174,x,3,15.45,402,2003,30.3,3.7,3
Waitarere Beach,47,3,174,x,4,25.875,385,2004,33.7,2.9,4
Waitarere Beach,47,3,174,x,5,23.4,439,2005,30.2,4.3,5
Waitarere Beach,47,3,174,x,6,16.95,474,2006,26.7,6,6
Waitarere Beach,47,3,174,x,7,19.1,445,2007,26.1,6.2,7
Waitarere Beach,47,3,174,x,8,10.525,530,2008,19.5,10.2,8
Waitarere Beach,47,3,174,x,9,11.625,485,2009,18.6,10.2,9
Waitarere Beach,47,3,174,x,10,10.975,488,2010,16.9,10.9,10
Waitarere Beach,47,3,174,x,11,8.9,550,2011,14.5,14.3,11
Waitarere Beach,47,3,174,a,1,4.45,458,2001,42.9,2,1
Waitarere Beach,47,3,174,a,2,5.8,374,2002,33.6,2.7,2
Waitarere Beach,47,3,174,a,3,16.125,394,2003,31.2,3.3,3
Waitarere Beach,47,3,174,a,4,25.625,370,2004,36,2.6,4
Waitarere Beach,47,3,174,a,5,24.325,424,2005,30.4,4.2,5
Waitarere Beach,47,3,174,a,6,17.95,445,2006,26.7,5.7,6
Waitarere Beach,47,3,174,a,7,18.25,452,2007,23.9,7,7
Waitarere Beach,47,3,174,a,8,11.5,482,2008,21.5,8.4,8
Waitarere Beach,47,3,174,a,9,8.925,459,2009,19.3,8.9,9
Waitarere Beach,47,3,174,a,10,9.5,469,2010,18.5,9.7,10
Waitarere Beach,47,3,174,a,11,6.9,503,2011,15.8,12,11
Waitarere Beach,47,3,187,x,1,0.875,383,2002,42.6,1.7,2
Waitarere Beach,47,3,187,x,2,9,392,2003,35.5,2.7,3
Waitarere Beach,47,3,187,x,3,22.65,440,2004,38.1,2.7,4
Waitarere Beach,47,3,187,x,4,20.175,441,2005,33.5,4.1,5
Waitarere Beach,47,3,187,x,5,21.675,509,2006,33.6,3.9,6
Waitarere Beach,47,3,187,x,6,22.9,623,2007,34.6,3.8,7
Waitarere Beach,47,3,187,x,7,17.9,499,2008,29.9,5.2,8
Waitarere Beach,47,3,187,x,8,11.925,472,2009,23.9,7.2,9
Waitarere Beach,47,3,187,x,9,10.825,474,2010,21,8.3,10
Waitarere Beach,47,3,187,x,10,7.4,479,2011,18.2,10.7,11
Waitarere Beach,47,3,187,a,1,1.725,453,2002,33.2,3.6,2
Waitarere Beach,47,3,187,a,2,8.4,402,2003,35.1,2.9,3
Waitarere Beach,47,3,187,a,3,19.775,379,2004,35.4,2.9,4
Waitarere Beach,47,3,187,a,4,21.1,396,2005,32.2,3.8,5
Waitarere Beach,47,3,187,a,5,21.3,413,2006,31.2,4.2,6
Waitarere Beach,47,3,187,a,6,21.425,399,2007,29.3,4.4,7
Waitarere Beach,47,3,187,a,7,13.175,450,2008,25.9,6.3,8
Waitarere Beach,47,3,187,a,8,11.8,457,2009,24.4,6.9,9
Waitarere Beach,47,3,187,a,9,10.625,449,2010,23.1,7.2,10
Waitarere Beach,47,3,187,a,10,6.125,462,2011,19.9,9.1,11
Waitarere Beach,47,3,231,x,1,4.925,370,2002,46.1,1.6,2
Waitarere Beach,47,3,231,x,2,17,404,2003,37,2.4,3
Waitarere Beach,47,3,231,x,3,24.625,442,2004,38.2,2,4
Waitarere Beach,47,3,231,x,4,19.775,524,2005,36.3,2.8,5
Waitarere Beach,47,3,231,x,5,21.95,525,2006,35.8,2.9,6
Waitarere Beach,47,3,231,x,6,29.725,436,2007,34.7,2.9,7
Waitarere Beach,47,3,231,x,7,16.95,469,2008,31.7,4.5,8
Waitarere Beach,47,3,231,x,8,12.775,451,2009,30.3,4.7,9
Waitarere Beach,47,3,231,x,9,9.075,447,2010,26.6,6.7,10
Waitarere Beach,47,3,231,x,10,6.5,459,2011,24.5,7.7,11
Waitarere Beach,47,3,231,a,1,7.45,456,2002,48,2.1,2
Waitarere Beach,47,3,231,a,2,22.625,472,2003,46.7,2.3,3
Waitarere Beach,47,3,231,a,3,21.575,437,2004,44.1,2.5,4
Waitarere Beach,47,3,231,a,4,26.2,442,2005,39.6,3.1,5
Waitarere Beach,47,3,231,a,5,26.725,462,2006,41.1,2.9,6
Waitarere Beach,47,3,231,a,6,33.925,457,2007,42,2.7,7
Waitarere Beach,47,3,231,a,7,24.5,476,2008,31.6,4.3,8
Waitarere Beach,47,3,231,a,8,18.025,471,2009,30.2,5,9
Waitarere Beach,47,3,231,a,9,16.6,500,2010,26.9,6.8,10
Waitarere Beach,47,3,231,a,10,14.725,518,2011,24.9,7.8,11
Waitarere Beach,47,3,234,x,1,7.575,457,2002,40.1,3.6,2
Waitarere Beach,47,3,234,x,2,6.35,402,2003,38,2.6,3
Waitarere Beach,47,3,234,x,3,14.625,449,2004,35.6,3.1,4
Waitarere Beach,47,3,234,x,4,19.05,425,2005,33,3.4,5
Waitarere Beach,47,3,234,x,5,17.125,446,2006,31.4,4.3,6
Waitarere Beach,47,3,234,x,6,19.15,440,2007,30.5,4.7,7
Waitarere Beach,47,3,234,x,7,10.5,485,2008,28.4,5.8,8
Waitarere Beach,47,3,234,x,8,9.275,448,2009,27.7,5.7,9
Waitarere Beach,47,3,234,x,9,8.425,464,2010,25.1,6.9,10
Waitarere Beach,47,3,234,x,10,7.925,501,2011,22.4,9,11
Waitarere Beach,47,3,234,a,1,3.075,397,2002,34.9,3.3,2
Waitarere Beach,47,3,234,a,2,6.05,420,2003,36.1,3.1,3
Waitarere Beach,47,3,234,a,3,24.35,486,2004,37.6,3,4
Waitarere Beach,47,3,234,a,4,19.1,522,2005,42,3,5
Waitarere Beach,47,3,234,a,5,18.15,465,2006,34.9,4.1,6
Waitarere Beach,47,3,234,a,6,20.9,460,2007,32.4,4.5,7
Waitarere Beach,47,3,234,a,7,16.625,483,2008,28.8,5.7,8
Waitarere Beach,47,3,234,a,8,12.35,461,2009,28.1,6,9
Waitarere Beach,47,3,234,a,9,10.825,475,2010,25,7.5,10
Waitarere Beach,47,3,234,a,10,8.025,537,2011,21.8,10.7,11
Waitarere Beach,47,3,236,x,1,1.95,380,2002,42.9,1.9,2
Waitarere Beach,47,3,236,x,2,8.5,397,2003,33.3,2.7,3
Waitarere Beach,47,3,236,x,3,18.975,392,2004,30,3.4,4
Waitarere Beach,47,3,236,x,4,22.775,394,2005,29.3,3.9,5
Waitarere Beach,47,3,236,x,5,22.65,412,2006,30.1,4.2,6
Waitarere Beach,47,3,236,x,6,24.925,414,2007,29.5,4,7
Waitarere Beach,47,3,236,x,7,14.75,459,2008,28.3,5.5,8
Waitarere Beach,47,3,236,x,8,13.925,434,2009,26.6,5.8,9
Waitarere Beach,47,3,236,x,9,12.75,456,2010,24,7.1,10
Waitarere Beach,47,3,236,x,10,9.55,483,2011,20.9,9.3,11
Waitarere Beach,47,3,236,a,1,3.625,456,2002,38.8,2.4,2
Waitarere Beach,47,3,236,a,2,6.275,401,2003,35.2,2.9,3
Waitarere Beach,47,3,236,a,3,21.3,400,2004,32,3.7,4
Waitarere Beach,47,3,236,a,4,23.525,415,2005,32.8,3.9,5
Waitarere Beach,47,3,236,a,5,23.45,426,2006,29.4,4.8,6
Waitarere Beach,47,3,236,a,6,24.175,430,2007,29.7,4.8,7
Waitarere Beach,47,3,236,a,7,14.55,489,2008,27.4,6.6,8
Waitarere Beach,47,3,236,a,8,15.575,442,2009,26.4,6.2,9
Waitarere Beach,47,3,236,a,9,10.075,456,2010,23,7.5,10
Waitarere Beach,47,3,236,a,10,8.825,513,2011,20.2,10,11
Waitarere Beach,47,3,465,x,1,4.275,451,2002,41.5,2.6,2
Waitarere Beach,47,3,465,x,2,5.675,408,2003,36.7,3.2,3
Waitarere Beach,47,3,465,x,3,14.075,424,2004,34.1,3.4,4
Waitarere Beach,47,3,465,x,4,13.6,485,2005,32.2,4.4,5
Waitarere Beach,47,3,465,x,5,15.35,455,2006,31.9,4.3,6
Waitarere Beach,47,3,465,x,6,20.175,444,2007,34.4,3.6,7
Waitarere Beach,47,3,465,x,7,15.75,473,2008,29,5.5,8
Waitarere Beach,47,3,465,x,8,14.7,434,2009,27.4,5.5,9
Waitarere Beach,47,3,465,x,9,13.9,453,2010,22,8.2,10
Waitarere Beach,47,3,465,x,10,10.175,442,2011,20.3,8.9,11
Waitarere Beach,47,3,465,a,1,1.5,521,2002,53.2,2.6,2
Waitarere Beach,47,3,465,a,2,6.925,430,2003,39.2,2.9,3
Waitarere Beach,47,3,465,a,3,10.825,424,2004,35.8,3.5,4
Waitarere Beach,47,3,465,a,4,11.85,428,2005,34.9,4.1,5
Waitarere Beach,47,3,465,a,5,15.85,444,2006,30.1,5.1,6
Waitarere Beach,47,3,465,a,6,19.05,431,2007,31.8,4.1,7
Waitarere Beach,47,3,465,a,7,13.775,447,2008,28.3,5.6,8
Waitarere Beach,47,3,465,a,8,13.5,446,2009,22.9,7.4,9
Waitarere Beach,47,3,465,a,9,14.2,468,2010,21.3,8.4,10
Waitarere Beach,47,3,465,a,10,10.725,461,2011,18.8,9.7,11
Waitarere Beach,47,3,486,x,1,8.125,432,2003,32.4,3.3,3
Waitarere Beach,47,3,486,x,2,23.825,430,2004,33.6,3,4
Waitarere Beach,47,3,486,x,3,23.25,424,2005,34.9,3,5
Waitarere Beach,47,3,486,x,4,23.05,479,2006,36.9,3,6
Waitarere Beach,47,3,486,x,5,25.25,426,2007,33.2,2.9,7
Waitarere Beach,47,3,486,x,6,15.825,444,2008,29.9,4.9,8
Waitarere Beach,47,3,486,x,7,12.55,423,2009,27.5,5.3,9
Waitarere Beach,47,3,486,x,8,11.85,444,2010,24.5,7.1,10
Waitarere Beach,47,3,486,x,9,9.45,503,2011,21.3,9.3,11
Waitarere Beach,47,3,486,a,1,9.875,433,2003,34.9,3.1,3
Waitarere Beach,47,3,486,a,2,25.125,394,2004,34.6,3.1,4
Waitarere Beach,47,3,486,a,3,22.5,412,2005,32.3,3.7,5
